Date,Team 1,Score,Team 2,Tournament,City
Sat Feb 14 1925,Scotland,3-1,Wales,British Championship,Edinburgh › Scotland
Sun Feb 22 1925,Luxembourg,1-1,Brittany,Friendly,Luxembourg › Luxembourg
Sat Feb 28 1925,Northern Ireland,0-3,Scotland,British Championship,Belfast › Northern Ireland
Sat Feb 28 1925,Wales,1-2,England,British Championship,Swansea › Wales
Sun Mar 15 1925,Belgium,0-1,Netherlands,Friendly,Antwerp › Belgium
Sun Mar 22 1925,Austria,2-0,Switzerland,Friendly,Vienna › Austria
Sun Mar 22 1925,Haiti,1-2,Jamaica,Friendly,Port-au-Prince › Haiti
Sun Mar 22 1925,Italy,7-0,France,Friendly,Turin › Italy
Wed Mar 25 1925,Hungary,5-0,Switzerland,Friendly,Budapest › Hungary
Thu Mar 26 1925,Haiti,0-3,Jamaica,Friendly,Port-au-Prince › Haiti
Sun Mar 29 1925,Haiti,0-1,Jamaica,Friendly,Port-au-Prince › Haiti
Sun Mar 29 1925,Netherlands,2-1,Germany,Friendly,Amsterdam › Netherlands
Sat Apr 4 1925,Scotland,2-0,England,British Championship,Glasgow › Scotland
Fri Apr 10 1925,Turkey,2-1,Bulgaria,Friendly,Istanbul › Turkey
Sat Apr 18 1925,Wales,0-0,Northern Ireland,British Championship,Wrexham › Wales
Sun Apr 19 1925,France,0-4,Austria,Friendly,Vincennes › France
Sun Apr 19 1925,Switzerland,4-1,Netherlands,Friendly,Zürich › Switzerland
Fri May 1 1925,Romania,1-2,Turkey,Friendly,Bucharest › Romania
Sun May 3 1925,Netherlands,5-0,Belgium,Friendly,Amsterdam › Netherlands
Tue May 5 1925,Austria,3-1,Hungary,Friendly,Vienna › Austria
Fri May 15 1925,Turkey,1-2,Russia,Friendly,Ankara › Turkey
Wed May 20 1925,China PR,2-0,Japan,Friendly,Manila › Philippines
Thu May 21 1925,France,2-3,England,Friendly,Colombes › France
Thu May 21 1925,Hungary,1-3,Belgium,Friendly,Budapest › Hungary
Fri May 22 1925,Philippines,1-5,China PR,Friendly,Manila › Philippines
Sun May 24 1925,Czechoslovakia,3-1,Austria,Friendly,Prague › Czechoslovakia
Sun May 24 1925,Switzerland,0-0,Belgium,Friendly,Lausanne › Switzerland
Sun May 31 1925,Bulgaria,2-4,Romania,Friendly,Sofia › Bulgaria
Mon Jun 1 1925,Switzerland,0-3,Spain,Friendly,Berne › Switzerland
Sun Jun 7 1925,Norway,1-0,Finland,Friendly,Oslo › Norway
Tue Jun 9 1925,Sweden,4-0,Finland,Friendly,Gothenburg › Sweden
Sun Jun 14 1925,Spain,1-0,Italy,Friendly,Valencia › Spain
Sun Jun 14 1925,Sweden,0-2,Denmark,Nordic Championship,Stockholm › Sweden
Thu Jun 18 1925,Portugal,1-0,Italy,Friendly,Lisbon › Portugal
Sun Jun 21 1925,Denmark,5-1,Norway,Nordic Championship,Copenhagen › Denmark
Sun Jun 21 1925,Sweden,1-0,Germany,Friendly,Stockholm › Sweden
Fri Jun 26 1925,Finland,3-5,Germany,Friendly,Helsinki › Finland
Sat Jun 27 1925,Canada,1-0,United States,Friendly,Montréal › Canada
Sun Jun 28 1925,Lithuania,0-1,Estonia,Friendly,Kaunas › Lithuania
Sun Jul 5 1925,Estonia,2-0,Finland,Friendly,Tallinn › Estonia
Sun Jul 5 1925,Sweden,2-4,Austria,Friendly,Stockholm › Sweden
Thu Jul 9 1925,Argentina,1-1,Paraguay,Copa Chevallier Boutell,Buenos Aires › Argentina
Fri Jul 10 1925,Finland,1-2,Austria,Friendly,Helsinki › Finland
Sun Jul 12 1925,Argentina,1-1,Paraguay,Copa Chevallier Boutell,Buenos Aires › Argentina
Sun Jul 12 1925,Sweden,6-2,Hungary,Friendly,Stockholm › Sweden
Tue Jul 14 1925,Uruguay,0-1,Paraguay,Friendly,Montevideo › Uruguay
Sat Jul 18 1925,Uruguay,0-1,Paraguay,Friendly,Montevideo › Uruguay
Sun Jul 19 1925,Poland,0-2,Hungary,Friendly,Cracow › Poland
Sun Aug 9 1925,Finland,3-1,Latvia,Friendly,Helsinki › Finland
Sat Aug 15 1925,Paraguay,1-0,Uruguay,Friendly,Asunción › Paraguay
Wed Aug 19 1925,Paraguay,0-1,Uruguay,Friendly,Asunción › Paraguay
Sun Aug 23 1925,Norway,3-7,Sweden,Nordic Championship,Oslo › Norway
Sun Aug 23 1925,Paraguay,0-0,Uruguay,Friendly,Asunción › Paraguay
Wed Aug 26 1925,Estonia,2-2,Latvia,Friendly,Tallinn › Estonia
Sun Aug 30 1925,Finland,2-2,Poland,Friendly,Helsinki › Finland
Sun Sep 20 1925,Hungary,1-1,Austria,Friendly,Budapest › Hungary
Sun Sep 20 1925,Latvia,2-2,Lithuania,Friendly,Riga › Latvia
Sun Sep 27 1925,Austria,0-1,Spain,Friendly,Vienna › Austria
Sun Sep 27 1925,Denmark,3-3,Finland,Friendly,Århus › Denmark
Fri Oct 2 1925,Turkey,1-2,Poland,Friendly,Istanbul › Turkey
Sun Oct 4 1925,Hungary,0-1,Spain,Friendly,Budapest › Hungary
Sun Oct 11 1925,Czechoslovakia,2-0,Hungary,Friendly,Prague › Czechoslovakia
Sat Oct 24 1925,Northern Ireland,0-0,England,British Championship,Belfast › Northern Ireland
Sun Oct 25 1925,Netherlands,4-2,Denmark,Friendly,Amsterdam › Netherlands
Sun Oct 25 1925,Switzerland,0-4,Germany,Friendly,Basel › Switzerland
Wed Oct 28 1925,Czechoslovakia,7-0,Yugoslavia,Friendly,Prague › Czechoslovakia
Sat Oct 31 1925,Wales,0-3,Scotland,British Championship,Cardiff › Wales
Sun Nov 1 1925,Poland,2-6,Sweden,Friendly,Cracow › Poland
Wed Nov 4 1925,Italy,2-1,Yugoslavia,Friendly,Padua › Italy
Sun Nov 8 1925,Hungary,1-1,Italy,Friendly,Budapest › Hungary
Sun Nov 8 1925,Switzerland,2-0,Austria,Friendly,Berne › Switzerland
Sun Nov 8 1925,United States,6-1,Canada,Friendly,New York › United States
Sun Nov 29 1925,Argentina,2-0,Paraguay,Copa América,Buenos Aires › Argentina
Sun Dec 6 1925,Brazil,5-2,Paraguay,Copa América,Buenos Aires › Argentina
Sun Dec 13 1925,Argentina,4-1,Brazil,Copa América,Buenos Aires › Argentina
Sun Dec 13 1925,Belgium,3-4,Austria,Friendly,Liège › Belgium
Sun Dec 13 1925,Catalonia,2-1,Czechoslovakia,Friendly,Barcelona › Spain
Thu Dec 17 1925,Brazil,3-1,Paraguay,Copa América,Buenos Aires › Argentina
Sun Dec 20 1925,Argentina,3-1,Paraguay,Copa América,Buenos Aires › Argentina
Fri Dec 25 1925,Argentina,2-2,Brazil,Copa América,Buenos Aires › Argentina
